target_id	length	eff_length	est_counts	tpm
ENST00000440278.2	943	782.659	0	0
ENST00000447916.1	657	496.659	0	0
ENST00000656454.1	1136	975.659	0	0
ENST00000414418.1	931	770.659	0	0
ENST00000358392.6	7327	7166.66	0	0
ENST00000353414.8	7173	7012.66	0	0
ENST00000370096.9	7311	7150.66	0	0
ENST00000512756.5	5442	5281.66	1	3.70387
ENST00000461720.6	2790	2629.66	0	0
ENST00000645458.1	2442	2281.66	0	0
ENST00000644186.1	3151	2990.66	0	0
ENST00000647280.1	2858	2697.66	0	0
ENST00000396543.2	562	401.835	0	0
ENST00000414923.1	418	258.313	0	0
ENST00000662345.1	2647	2486.66	0	0
ENST00000444810.6	1731	1570.66	0	0
ENST00000410137.1	318	160.98	0	0
ENST00000524631.5	2013	1852.66	2	21.1184
ENST00000533099.5	3641	3480.66	0	0
ENST00000423855.7	2144	1983.66	0	0
ENST00000361355.8	2181	2020.66	0	0
ENST00000425123.1	1122	961.659	0	0
ENST00000610648.1	1736	1575.66	4	49.662
ENST00000622339.4	1862	1701.66	0	0
ENST00000414303.6	1634	1473.66	0	0
ENST00000370083.8	1790	1629.66	0	0
ENST00000438604.1	198	56.4954	0	0
ENST00000370080.7	1787	1626.66	0	0
ENST00000330330.9	1862	1701.66	0	0
ENST00000440059.1	1023	862.659	0	0
ENST00000370079.3	1632	1471.66	0	0
ENST00000441083.1	1240	1079.66	0	0
ENST00000634580.1	2275	2114.66	0	0
ENST00000401022.2	528	367.86	0	0
ENST00000634888.1	1066	905.659	0	0
ENST00000432567.1	525	364.86	0	0
ENST00000648518.1	619	458.69	0	0
ENST00000454213.1	828	667.659	0	0
ENST00000595309.6	900	739.659	0	0
ENST00000661746.1	1759	1598.66	0	0
ENST00000419651.1	180	43.5378	0	0
ENST00000433990.1	593	432.751	0	0
ENST00000415279.1	1779	1618.66	0	0
ENST00000417385.2	1513	1352.66	0	0
ENST00000635636.1	2362	2201.66	0	0
ENST00000635570.1	1542	1381.66	0	0
ENST00000634380.1	2281	2120.66	0	0
ENST00000635102.1	1025	864.659	0	0
ENST00000635395.1	1646	1485.66	0	0
ENST00000635233.1	1903	1742.66	0	0
ENST00000634868.1	1251	1090.66	0	0
ENST00000415580.2	579	418.751	0	0
ENST00000655639.1	492	332.002	0	0
ENST00000604628.1	403	243.482	0	0
ENST00000603629.1	213	67.8247	0	0
ENST00000455189.1	673	512.659	0	0
ENST00000441695.2	1559	1398.66	0	0
ENST00000659929.1	1487	1326.66	0	0
ENST00000415910.3	1137	976.659	0	0
ENST00000370078.2	2621	2460.66	0	0
ENST00000370071.6	3149	2988.66	0	0
ENST00000370073.6	3347	3186.66	0	0
ENST00000370074.8	3048	2887.66	1	6.77456
ENST00000370068.5	4034	3873.66	0	0
ENST00000370067.5	4628	4467.66	0	0
ENST00000370065.1	1485	1324.66	0	0
ENST00000370066.5	1443	1282.66	0	0
ENST00000416095.1	246	95.266	0	0
ENST00000370056.9	5025	4864.66	0	0
ENST00000527011.5	4510	4349.66	0	0
ENST00000415432.6	1293	1132.66	1	17.2714
ENST00000617442.1	82	29.9737	0	0
ENST00000438318.1	619	458.69	0	0
ENST00000635340.2	1722	1561.66	0	0
ENST00000634635.1	2439	2278.66	0	0
ENST00000565488.6	4249	4088.66	1.52391	7.29132
ENST00000370041.4	3404	3243.66	0	0
ENST00000569674.1	2357	2196.66	0	0
ENST00000564063.1	1566	1405.66	0.476087	6.62572
ENST00000622910.1	2331	2170.66	0	0
ENST00000415641.7	2485	2324.66	0	0
ENST00000613157.2	2222	2061.66	0	0
ENST00000438965.1	2481	2320.66	0	0
ENST00000411846.6	1569	1408.66	0	0
ENST00000434803.1	1220	1059.66	0	0
ENST00000357046.4	1606	1445.66	0	0
ENST00000545941.2	1032	871.659	0	0
ENST00000415059.1	510	349.933	0	0
ENST00000419814.1	2481	2320.66	0	0
ENST00000370040.7	2222	2061.66	0	0
ENST00000495380.6	2494	2333.66	0	0
ENST00000637607.1	285	130.097	0	0
ENST00000453250.1	1098	937.659	0	0
ENST00000428364.2	670	509.659	0	0
ENST00000405454.1	1585	1424.66	0	0
ENST00000370035.8	5584	5423.66	2	7.2138
ENST00000402983.5	1696	1535.66	2.23779e-07	2.8507e-06
ENST00000370031.5	1717	1556.66	0	0
ENST00000651461.1	1662	1501.66	3	39.082
ENST00000370032.9	1874	1713.66	0	0
ENST00000648569.1	946	785.659	0	0
ENST00000370025.9	4831	4670.66	4.2345	17.7358
ENST00000370022.9	1591	1430.66	0	0
ENST00000370021.1	3728	3567.66	1.7655	9.68077
ENST00000370017.9	3090	2929.66	0	0
ENST00000437400.2	386	226.784	0	0
ENST00000370008.4	2489	2328.66	1	8.4008
ENST00000444669.2	744	583.659	0	0
ENST00000370001.8	3050	2889.66	0	0
ENST00000369994.5	2318	2157.66	0	0
ENST00000369995.7	2641	2480.66	0	0
ENST00000369989.2	535	374.835	0	0
ENST00000406462.6	7433	7272.66	0	0
ENST00000642355.1	5609	5448.66	4	14.3614
ENST00000264126.9	7152	6991.66	0	0
ENST00000369968.6	4151	3990.66	0	0
ENST00000369969.6	4343	4182.66	0	0
ENST00000356970.6	4803	4642.66	0	0
ENST00000369976.5	2468	2307.66	0	0
ENST00000369970.7	2078	1917.66	0	0
ENST00000302500.4	1316	1155.66	0	0
ENST00000348264.6	1124	963.659	0	0
ENST00000400794.7	4134	3973.66	0	0
ENST00000361054.7	4115	3954.66	0	0
ENST00000369962.7	4199	4038.66	0	0
ENST00000369965.8	4240	4079.66	12	57.5419
ENST00000357672.7	4144	3983.66	0	0
ENST00000439282.1	283	128.205	0	0
ENST00000414070.1	555	394.835	0	0
ENST00000434429.2	253	101.355	0	0
ENST00000427731.2	655	494.659	0	0
ENST00000338366.6	814	653.659	0	0
ENST00000608574.1	2888	2727.66	0	0
ENST00000338272.8	3730	3569.66	0	0
ENST00000651489.1	2808	2647.66	0	0
ENST00000458748.1	420	260.313	0	0
ENST00000602755.1	427	267.259	0	0
ENST00000429752.3	609	448.721	0	0
ENST00000369948.7	663	502.659	0	0
ENST00000369949.8	731	570.659	0	0
ENST00000369945.7	534	373.835	0	0
ENST00000369939.8	6880	6719.66	0	0
ENST00000529753.5	2903	2742.66	0	0
ENST00000234677.7	1914	1753.66	8	89.2425
ENST00000369923.4	1882	1721.66	0	0
ENST00000271332.4	11015	10854.7	24	43.2535
ENST00000369904.7	1584	1423.66	0	0
ENST00000409267.5	1730	1569.66	0.000319262	0.00397895
ENST00000369907.7	1717	1556.66	0.141781	1.78177
ENST00000369909.6	1742	1581.66	1.20148e-06	1.48604e-05
ENST00000409138.6	1826	1665.66	0	0
ENST00000369903.6	1710	1549.66	3.8579	48.7014
ENST00000357155.2	1342	1181.66	0	0
ENST00000538502.5	6993	6832.66	18.0691	51.7336
ENST00000256637.8	6990	6829.66	24.9309	71.4112
ENST00000271308.9	3815	3654.66	1.58142	8.46499
ENST00000538610.5	1504	1343.66	0.418581	6.09421
ENST00000369872.4	3703	3542.66	0	0
ENST00000369870.7	2318	2157.66	0	0
ENST00000393709.3	620	459.69	0.66024	28.0972
ENST00000496961.5	3424	3263.66	0	0
ENST00000533024.5	913	752.659	0	0
ENST00000310611.8	5009	4848.66	0	0
ENST00000527072.5	892	731.659	0	0
ENST00000420578.6	3326	3165.66	2.33976	14.4589
ENST00000528785.1	1271	1110.66	0	0
ENST00000369868.7	1085	924.659	0	0
ENST00000430195.2	5077	4916.66	0	0
ENST00000369864.5	5130	4969.66	3.42617	13.4868
ENST00000369862.1	2229	2068.66	0.573831	5.42652
ENST00000618721.4	2823	2662.66	0	0
ENST00000527748.5	4921	4760.66	1.93366	7.94582
ENST00000616874.1	2459	2298.66	0.066345	0.564625
ENST00000526411.1	582	421.751	0	0
ENST00000369851.6	27173	27012.7	2	1.4484
ENST00000384105.1	107	11.4243	0	0
ENST00000436416.1	596	435.751	0	0
ENST00000384976.2	75	31.2586	0	0
ENST00000351050.8	1379	1218.66	0	0
ENST00000667949.1	4107	3946.66	0	0
ENST00000342115.8	3728	3567.66	0	0
ENST00000528667.7	4081	3920.66	0	0
ENST00000256578.8	3899	3738.66	3.52371	18.4379
ENST00000358729.8	2838	2677.66	0.476288	3.47969
ENST00000369840.7	3130	2969.66	0	0
ENST00000528454.5	2728	2567.66	0	0
ENST00000369843.3	688	527.659	0	0
ENST00000411964.2	730	569.659	0	0
ENST00000369836.9	1394	1233.66	0	0
ENST00000326729.9	1321	1160.66	0	0
ENST00000369833.5	3990	3829.66	1	5.10818
ENST00000336075.6	657	496.659	0	0
ENST00000638994.1	657	496.659	0	0
ENST00000442650.5	1478	1317.66	0	0
ENST00000369831.6	1730	1569.66	0	0
ENST00000369827.7	1073	912.659	2	42.8695
ENST00000460717.7	1449	1288.66	0	0
ENST00000241337.9	1166	1005.66	0	0
ENST00000414179.6	982	821.659	0	0
ENST00000369829.2	914	753.659	0	0
ENST00000309851.10	1164	1003.66	0	0
ENST00000369823.6	852	691.659	0	0
ENST00000349334.7	1028	867.659	0	0
ENST00000483399.6	512	351.909	0	0
ENST00000369819.2	790	629.659	0	0
ENST00000562538.1	491	331.002	0	0
ENST00000256593.8	1561	1400.66	2	27.9334
ENST00000369812.6	657	496.659	0	0
ENST00000431955.1	808	647.659	0	0
ENST00000256594.7	4046	3885.66	2.3074	11.6167
ENST00000361066.7	4122	3961.66	1.57336e-06	7.76922e-06
ENST00000540225.2	678	517.659	1.6926	63.9643
ENST00000361852.8	2130	1969.66	0	0
ENST00000369805.7	2325	2164.66	0	0
ENST00000361965.8	1971	1810.66	0	0
ENST00000432147.2	357	198.52	0	0
ENST00000453347.1	476	316.067	0	0
ENST00000415166.1	450	290.129	0	0
ENST00000565955.1	1889	1728.66	0	0
ENST00000329608.11	3994	3833.66	2.53885	12.9554
ENST00000369802.7	2484	2323.66	0.461153	3.88239
ENST00000420111.6	1083	922.659	0	0
ENST00000369801.1	1364	1203.66	0	0
ENST00000393614.8	4313	4152.66	0	0
ENST00000369799.10	3943	3782.66	35	181.008
ENST00000359172.3	2503	2342.66	0	0
ENST00000369796.5	3125	2964.66	0	0
ENST00000369795.8	3257	3096.66	9	56.8559
ENST00000554749.1	4216	4055.66	0	0
ENST00000647563.2	1955	1794.66	0	0
ENST00000649954.1	1112	951.659	3	61.669
ENST00000554808.1	579	418.751	0	0
ENST00000334179.5	1505	1344.66	0	0
ENST00000331565.5	6419	6258.66	30	93.7706
ENST00000430098.2	1155	994.659	0	0
ENST00000443008.1	797	636.659	0	0
ENST00000440688.1	508	347.933	0	0
ENST00000455967.1	748	587.659	0	0
ENST00000369787.7	18750	18589.7	0	0
ENST00000413138.7	3018	2857.66	0	0
ENST00000438661.2	2953	2792.66	3	21.015
ENST00000634283.1	177	41.5728	0	0
ENST00000363666.1	124	14.6238	0	0
ENST00000449169.1	2611	2450.66	0	0
ENST00000652747.1	4129	3968.66	0	0
ENST00000369784.8	4248	4087.66	0	0
ENST00000602849.1	3368	3207.66	0	0
ENST00000487146.8	3312	3151.66	0	0
ENST00000618772.4	3431	3270.66	0	0
ENST00000650953.2	3086	2925.66	0	0
ENST00000652342.2	3266	3105.66	0	0
ENST00000654015.1	3214	3053.66	0	0
ENST00000617047.1	3284	3123.66	0	0
ENST00000437429.6	2372	2211.66	0	0
ENST00000541986.5	2496	2335.66	0	0
ENST00000369779.9	2567	2406.66	0	0
ENST00000472422.6	2420	2259.66	0	0
ENST00000369781.8	2082	1921.66	1	10.1801
ENST00000609909.1	2850	2689.66	0	0
ENST00000483260.5	694	533.659	0	0
ENST00000474861.6	1154	993.659	0	0
ENST00000602318.5	634	473.659	5	206.505
ENST00000256644.8	868	707.659	0	0
ENST00000602858.5	553	392.835	0	0
ENST00000614544.1	846	685.659	0	0
ENST00000662452.1	1353	1192.66	0	0
ENST00000457535.5	817	656.659	0	0
ENST00000625451.2	470	310.067	0	0
ENST00000608067.6	2726	2565.66	0	0
ENST00000609512.6	1821	1660.66	0	0
ENST00000587691.1	441	281.148	0	0
ENST00000590826.3	574	413.779	0	0
ENST00000609653.5	457	297.109	0	0
ENST00000608152.1	407	247.399	0	0
ENST00000444238.6	881	720.659	0	0
ENST00000630298.2	858	697.659	0	0
ENST00000598350.3	749	588.659	0	0
ENST00000629484.1	780	619.659	0	0
ENST00000630488.1	703	542.659	0	0
ENST00000626261.1	464	304.109	0	0
ENST00000597455.2	805	644.659	0	0
ENST00000625584.1	508	347.933	0	0
ENST00000271331.4	1393	1232.66	0	0
ENST00000481350.2	482	322.067	0	0
ENST00000639693.1	946	785.659	0	0
ENST00000640695.1	1186	1025.66	0	0
ENST00000474680.5	1263	1102.66	0	0
ENST00000457402.1	2351	2190.66	0	0
ENST00000369771.4	1959	1798.66	0	0
ENST00000316361.10	11829	11668.7	0	0
ENST00000633222.1	11877	11716.7	0	0
ENST00000369770.7	1959	1798.66	0	0
ENST00000639048.1	10836	10675.7	13	23.8218
ENST00000640774.1	6673	6512.66	0	0
ENST00000639233.1	5256	5095.66	0	0
ENST00000638477.1	1524	1363.66	0	0
ENST00000638616.1	3279	3118.66	0	0
ENST00000638532.1	2426	2265.66	0	0
ENST00000485317.6	2496	2335.66	0	0
ENST00000640956.1	1584	1423.66	0	0
ENST00000566942.1	3481	3320.66	1	5.89118
ENST00000369769.4	2476	2315.66	0	0
ENST00000362840.1	99	12.7766	0	0
ENST00000432731.2	865	704.659	0	0
ENST00000486033.2	954	793.659	0	0
ENST00000648608.1	1569	1408.66	0	0
ENST00000271324.6	1505	1344.66	3	43.6451
ENST00000562952.1	5985	5824.66	0	0
ENST00000440689.1	2359	2198.66	0	0
ENST00000369763.5	3313	3152.66	0	0
ENST00000494675.5	1912	1751.66	0	0
ENST00000485275.2	1796	1635.66	0	0
ENST00000609118.1	1348	1187.66	0	0
ENST00000423082.1	1315	1154.66	0	0
ENST00000516951.1	92	17.1991	0	0
ENST00000286692.8	2246	2085.66	0	0
ENST00000539140.5	1883	1722.66	0	0
ENST00000545121.5	2251	2090.66	0	0
ENST00000357172.9	2203	2042.66	0	0
ENST00000615636.4	1966	1805.66	0	0
ENST00000607951.1	118	13.1464	0	0
ENST00000610049.1	647	486.659	0	0
ENST00000357640.9	3239	3078.66	0	0
ENST00000369752.5	1894	1733.66	0	0
ENST00000445067.6	2169	2008.66	0	0
ENST00000369744.6	1489	1328.66	0	0
ENST00000369748.9	1416	1255.66	1	15.5796
ENST00000466741.5	1518	1357.66	0	0
ENST00000524472.5	1435	1274.66	0	0
ENST00000456220.1	995	834.659	0	0
ENST00000369743.8	2829	2668.66	0	0
ENST00000532686.5	1449	1288.66	0	0
ENST00000449687.1	669	508.659	0	0
ENST00000369740.6	1696	1535.66	0	0
ENST00000483391.5	1188	1027.66	0	0
ENST00000343320.10	1624	1463.66	0	0
ENST00000451398.6	1256	1095.66	0	0
ENST00000353665.10	1214	1053.66	0	0
ENST00000430615.1	1320	1159.66	0	0
ENST00000426321.1	476	316.067	0	0
ENST00000422272.2	243	92.775	0	0
ENST00000369737.4	746	585.659	0	0
ENST00000369738.9	2293	2132.66	0	0
ENST00000423668.1	1133	972.659	0	0
ENST00000427832.2	281	126.4	0	0
ENST00000436252.5	1358	1197.66	0	0
ENST00000369732.4	2196	2035.66	0	0
ENST00000564771.1	2023	1862.66	0	0
ENST00000436366.1	524	363.86	0	0
ENST00000416099.1	723	562.659	0	0
ENST00000235090.10	2456	2295.66	2	17.0431
ENST00000363020.1	111	11.9051	0	0
ENST00000369722.8	2628	2467.66	3.7964	30.0963
ENST00000483994.1	678	517.659	2.2036	83.2753
ENST00000343534.9	1107	946.659	0	0
ENST00000369718.3	915	754.659	4	103.69
ENST00000369716.9	1662	1501.66	0	0
ENST00000369717.8	1150	989.659	0	0
ENST00000363490.1	107	11.4243	0	0
ENST00000241356.4	1884	1723.66	0	0
ENST00000632535.1	1201	1040.66	0	0
ENST00000356415.5	1586	1425.66	2.58532	35.4753
ENST00000450155.5	894	733.659	0	0
ENST00000441004.5	768	607.659	0	0
ENST00000369709.3	5024	4863.66	1.41468	5.69011
ENST00000443599.2	1254	1093.66	0	0
ENST00000364158.1	107	11.4243	0	0
ENST00000357260.6	5951	5790.66	2	6.75661
ENST00000534365.1	1217	1056.66	0	0
ENST00000658759.1	2393	2232.66	0	0
ENST00000412270.1	2785	2624.66	0	0
ENST00000527660.1	461	301.109	0	0
ENST00000625113.1	1763	1602.66	0	0
ENST00000369702.5	3600	3439.66	1	5.68737
ENST00000475700.1	4332	4171.66	0	0
ENST00000369697.5	7396	7235.66	18	48.6655
ENST00000302127.4	2659	2498.66	0	0
ENST00000315987.6	2716	2555.66	0	0
ENST00000439736.1	376	217.025	0	0
ENST00000427471.1	583	422.751	0	0
ENST00000419258.1	383	223.876	0	0
ENST00000438293.1	3068	2907.66	0	0
ENST00000659549.1	5603	5442.66	1	3.59431
ENST00000454560.2	301	145.016	0	0
ENST00000459350.1	104	11.6093	0	0
ENST00000271277.11	5864	5703.66	3	10.2895
ENST00000636356.1	64	26.0426	0	0
ENST00000256640.9	2819	2658.66	0	0
ENST00000369686.9	10879	10718.7	0	0
ENST00000369684.5	11130	10969.7	0	0
ENST00000608357.1	643	482.659	0	0
ENST00000358039.9	4255	4094.66	0.000245227	0.00117159
ENST00000360743.8	4206	4045.66	1.66738	8.06253
ENST00000369669.5	1743	1582.66	0	0
ENST00000490067.5	1780	1619.66	0.332377	4.01452
ENST00000343210.11	1866	1705.66	0	0
ENST00000369666.5	1815	1654.66	5.19738e-08	6.14473e-07
ENST00000263168.4	2358	2197.66	6	53.4094
ENST00000414323.2	319	161.969	0	0
ENST00000516941.1	66	26.9796	0	0
ENST00000413052.6	3641	3480.66	0	0
ENST00000369645.5	3552	3391.66	0	0
ENST00000369644.5	4100	3939.66	0	0
ENST00000357443.2	3383	3222.66	1	6.07033
ENST00000421943.1	449	289.129	0	0
ENST00000339083.11	1418	1257.66	0	0
ENST00000369633.6	1295	1134.66	0	0
ENST00000369642.7	1355	1194.66	5	81.8753
ENST00000285735.6	2199	2038.66	0	0
ENST00000369638.6	1028	867.659	0	0
ENST00000369637.5	888	727.659	0	0
ENST00000369636.6	786	625.659	0	0
ENST00000369632.6	1026	865.659	0	0
ENST00000606505.5	813	652.659	0	0
ENST00000309276.10	1863	1702.66	0	0
ENST00000464951.1	2474	2313.66	0	0
ENST00000566195.1	2125	1964.66	0	0
ENST00000369630.7	1282	1121.66	0	0
ENST00000361886.3	1056	895.659	0	0
ENST00000458353.1	381	221.921	0	0
ENST00000661136.1	1430	1269.66	0	0
ENST00000401018.5	1819	1658.66	0	0
ENST00000456651.1	587	426.751	0	0
ENST00000416137.1	156	28.7088	0	0
ENST00000369626.7	3910	3749.66	1	5.21717
ENST00000538576.5	4374	4213.66	0	0
ENST00000460134.2	915	754.659	0	0
ENST00000428411.6	8803	8642.66	0	0
ENST00000627431.2	1073	912.659	0	0
ENST00000665960.1	1120	959.659	0	0
ENST00000655233.1	1389	1228.66	0	0
ENST00000421157.2	2467	2306.66	0	0
ENST00000361127.6	11566	11405.7	5	8.57583
ENST00000427891.2	1563	1402.66	0	0
ENST00000457967.1	410	250.382	0	0
ENST00000412567.1	434	274.223	0	0
ENST00000307546.14	6874	6713.66	0	0
ENST00000369617.8	3911	3750.66	0	0
ENST00000369615.5	6508	6347.66	4.35966	13.4359
ENST00000369611.4	3596	3435.66	0.640344	3.64611
ENST00000424736.2	1029	868.659	0	0
ENST00000448677.1	143	22.0806	0	0
ENST00000369604.6	3657	3496.66	0	0
ENST00000393357.6	3244	3083.66	0	0
ENST00000369598.5	3000	2839.66	0	0
ENST00000369600.5	3075	2914.66	2	13.4236
ENST00000413412.1	748	587.659	1	33.2891
ENST00000357783.6	2747	2586.66	0	0
ENST00000261441.9	6621	6460.66	0.0549318	0.166331
ENST00000612242.4	6592	6431.66	1.48582	4.51928
ENST00000616024.4	2703	2542.66	0	0
ENST00000615321.1	2418	2257.66	0.459249	3.97939
ENST00000429398.5	773	612.659	0	0
ENST00000664434.1	802	641.659	0	0
ENST00000359785.10	3607	3446.66	0	0
ENST00000460620.5	1794	1633.66	0	0
ENST00000538253.5	3575	3414.66	0	0
ENST00000528414.5	3424	3263.66	0	0
ENST00000420377.6	2726	2565.66	0	0
ENST00000525799.1	2118	1957.66	0	0
ENST00000419536.1	1734	1573.66	0	0
ENST00000393316.8	5005	4844.66	0	0
ENST00000393320.3	276	121.779	0	0
ENST00000471267.1	267	113.892	0	0
ENST00000369569.6	3173	3012.66	0	0
ENST00000369567.5	2144	1983.66	1	9.86188
ENST00000256658.8	2742	2581.66	0	0
ENST00000650596.1	1980	1819.66	1	10.7507
ENST00000650450.2	3755	3594.66	0	0
ENST00000450706.1	2117	1956.66	0	0
ENST00000670954.1	1541	1380.66	0	0
ENST00000426820.7	8201	8040.66	0	0
ENST00000369559.8	3424	3263.66	0	0
ENST00000626993.2	8016	7855.66	0	0
ENST00000369558.5	8157	7996.66	0	0
ENST00000369561.8	3777	3616.66	0	0
ENST00000369555.6	3966	3805.66	0	0
ENST00000340480.8	6997	6836.66	13	37.1986
ENST00000369553.5	2883	2722.66	0	0
ENST00000393300.6	1961	1800.66	0	0
ENST00000369551.5	1934	1773.66	0	0
ENST00000320334.5	1748	1587.66	0	0
ENST00000604433.1	565	404.835	0	0
ENST00000632517.1	2119	1958.66	0	0
ENST00000607941.5	4352	4191.66	0	0
ENST00000609117.5	4424	4263.66	0	0
ENST00000369547.5	4369	4208.66	0	0
ENST00000610222.2	4487	4326.66	0	0
ENST00000641643.1	1587	1426.66	0	0
ENST00000420156.2	332	174.339	0	0
ENST00000621486.1	265	112.036	0	0
ENST00000604963.1	864	703.659	0	0
ENST00000358465.7	8369	8208.66	5	11.9158
ENST00000369543.6	3457	3296.66	0	0
ENST00000427409.1	427	267.259	0	0
ENST00000457635.2	968	807.659	0	0
ENST00000364244.1	109	11.7642	0	0
ENST00000455804.1	1523	1362.66	0	0
ENST00000369541.4	1275	1114.66	5	87.7515
ENST00000393276.7	5701	5540.66	0	0
ENST00000393274.6	6177	6016.66	0	0
ENST00000393277.2	4730	4569.66	0	0
ENST00000520113.6	2375	2214.66	0	0
ENST00000369538.3	2392	2231.66	0	0
ENST00000484057.3	298	142.234	0	0
ENST00000369535.5	4326	4165.66	4	18.7846
ENST00000339438.10	4006	3845.66	27	137.347
ENST00000610726.4	4312	4151.66	0	0
ENST00000438362.6	4167	4006.66	0	0
ENST00000358528.9	4097	3936.66	9.68866e-07	4.81463e-06
ENST00000261443.9	3228	3067.66	0	0
ENST00000530886.5	3459	3298.66	0	0
ENST00000369530.5	3774	3613.66	0	0
ENST00000534699.5	2667	2506.66	0	0
ENST00000365030.1	105	11.6096	0	0
ENST00000369528.9	5506	5345.66	1	3.65953
ENST00000060969.5	2190	2029.66	0	0
ENST00000452683.1	1377	1216.66	0	0
ENST00000369522.8	3462	3301.66	0	0
ENST00000613524.4	3034	2873.66	0	0
ENST00000618516.4	3109	2948.66	0	0
ENST00000369518.1	3452	3291.66	0	0
ENST00000256592.2	537	376.835	0	0
ENST00000369517.1	474	314.067	0	0
ENST00000369516.7	3216	3055.66	0	0
ENST00000369515.6	793	632.659	0	0
ENST00000448680.1	491	331.002	0	0
ENST00000649888.1	1354	1193.66	0	0
ENST00000425449.1	2610	2449.66	0	0
ENST00000369512.2	1047	886.659	0	0
ENST00000661854.1	386	226.784	0	0
ENST00000457493.1	794	633.659	0	0
ENST00000620370.1	298	142.234	0	0
ENST00000422460.1	345	186.822	0	0
ENST00000441051.1	832	671.659	0	0
ENST00000605135.1	558	397.835	0	0
ENST00000463843.3	298	142.234	0	0
ENST00000384771.1	134	18.3117	0	0
ENST00000355485.7	8671	8510.66	0	0
ENST00000369510.8	8647	8486.66	0	0
ENST00000310260.7	2265	2104.66	0	0
ENST00000369509.1	2062	1901.66	1	10.2871
ENST00000261448.5	2674	2513.66	0	0
ENST00000320238.3	2512	2351.66	0	0
ENST00000369506.1	7226	7065.66	1	2.76869
ENST00000452680.3	910	749.659	0	0
ENST00000604645.1	203	60.1898	0	0
ENST00000659738.1	1840	1679.66	0	0
ENST00000369503.9	4705	4544.66	2	8.60905
ENST00000369502.1	1230	1069.66	0	0
ENST00000453128.1	705	544.659	0	0
ENST00000369500.3	3229	3068.66	0	0
ENST00000426515.1	914	753.659	0	0
ENST00000408113.2	216	70.1834	0	0
ENST00000660713.1	1427	1266.66	0	0
ENST00000295598.10	3670	3509.66	35.8129	199.619
ENST00000537345.5	3763	3602.66	0	0
ENST00000369496.8	3572	3411.66	53.1871	304.977
ENST00000608511.6	2862	2701.66	0	0
ENST00000493908.2	3099	2938.66	0	0
ENST00000369491.1	773	612.659	0	0
ENST00000369492.4	1011	850.659	0	0
ENST00000391083.1	104	11.6093	0	0
ENST00000423907.5	454	294.109	0	0
ENST00000449303.2	515	354.909	0	0
ENST00000363677.1	92	17.1991	0	0
ENST00000434879.1	436	276.186	0	0
ENST00000668577.1	768	607.659	0	0
ENST00000456414.2	2302	2141.66	0	0
ENST00000660250.1	745	584.659	0	0
ENST00000369489.10	1086	925.659	0	0
ENST00000457047.6	1328	1167.66	0	0
ENST00000369487.3	892	731.659	0	0
ENST00000319092.5	1157	996.659	0	0
ENST00000585049.1	88	21.4191	0	0
ENST00000369483.5	7326	7165.66	0.000609428	0.00166377
ENST00000369486.7	7254	7093.66	0.999391	2.75608
ENST00000318837.6	3842	3681.66	0	0
ENST00000390209.2	79	31.197	0	0
ENST00000624685.1	386	226.784	0	0
ENST00000419696.1	1003	842.659	0	0
ENST00000412845.1	2629	2468.66	0	0
ENST00000369478.4	1565	1404.66	0	0
ENST00000369477.1	478	318.067	0	0
ENST00000456305.2	520	359.909	0	0
ENST00000610171.1	383	223.876	0	0
ENST00000393203.3	6314	6153.66	0	0
ENST00000516701.1	125	14.8968	0	0
ENST00000256652.8	3283	3122.66	0	0
ENST00000369470.1	3324	3163.66	0	0
ENST00000445523.1	1814	1653.66	0	0
ENST00000369466.9	9439	9278.66	1	2.10834
ENST00000401111.1	86	24.8037	0	0
ENST00000256649.9	3536	3375.66	0	0
ENST00000369464.7	3495	3334.66	0	0
ENST00000369461.3	2415	2254.66	1	8.67653
ENST00000439856.1	381	221.921	0	0
ENST00000359008.8	2581	2420.66	0	0
ENST00000369458.8	2605	2444.66	0	0
ENST00000539893.5	2719	2558.66	0	0
ENST00000328189.7	2289	2128.66	0	0
ENST00000430871.3	569	408.835	0	0
ENST00000613165.1	297	141.264	0	0
ENST00000657479.1	754	593.659	0	0
ENST00000604156.1	575	414.779	0	0
ENST00000356554.7	8576	8415.66	3	6.97364
ENST00000623435.1	1492	1331.66	0	0
ENST00000455691.2	508	347.933	0	0
ENST00000425010.1	763	602.659	0	0
ENST00000456126.1	442	282.148	0	0
ENST00000369448.4	5654	5493.66	0	0
ENST00000430995.1	828	667.659	0	0
ENST00000390964.1	122	14.0762	0	0
ENST00000605704.1	214	68.6409	0	0
ENST00000423940.1	420	260.313	0	0
ENST00000369443.10	8819	8658.66	0	0
ENST00000369442.3	2436	2275.66	1	8.59646
ENST00000369441.7	1035	874.659	0	0
ENST00000349139.6	10004	9843.66	2	3.97466
ENST00000336338.10	7203	7042.66	0	0
ENST00000664031.1	1348	1187.66	1	16.4716
ENST00000410277.1	118	13.1464	0	0
ENST00000436509.2	1314	1153.66	0	0
ENST00000427122.2	680	519.659	0	0
ENST00000207157.7	3492	3331.66	2	11.7435
ENST00000369429.5	4042	3881.66	0	0
ENST00000439394.1	653	492.659	0	0
ENST00000449439.1	410	250.382	0	0
ENST00000369426.9	2811	2650.66	0.0452946	0.334287
ENST00000235521.4	2800	2639.66	0.954705	7.07536
ENST00000423984.2	2060	1899.66	0	0
